#
0 0 0 0 0 0 T,S,P


#
+1 0 0 +1 0 0 u
-1 0 0 +1 0 0 u


#
0 +1 0 0 +1 0 v
0 -1 0 0 +1 0 v


#
0 0 +1 0 0 +1 w
0 0 -1 0 0 +1 w
